id_projeto,desc_nome,situacao,organizacao_resp,valor_investimento_previsto,qtd_investimentos_previstos,somente_investimento_001,dt_inicial_prevista,dt_final_prevista,natureza_intervencao,especie_intervencao,sistema_resp,latitude_representativa_publica,longitude_representativa_publica,qtd_coordenadas_encontradas
114300.42-60,Sedec - Recuperação de Infraestrutura afetada por desastre SEI 59053.014311/2024-69,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,770480.2,1,False,2024-08-27,2025-10-25,Obra,Recuperação,CIPI,-27.1111100230682,-49.99778,1
98874.42-86,UNIDADE HABITACIONAIS REGULARIACAO FUNDIARIA PAVIMENTACAO DRENAGEM E RECUPERACAO AMBIENTAL,Concluída,MINISTÉRIO DAS CIDADES,19909606.51,1,False,2008-07-02,2026-04-01,Obra,Construção,SIMEC-MCID,-27.59031,-48.61602,1
127768.42-04,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001342/2011-65,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,3122.83,1,False,2012-01-23,2019-01-05,Obra,Recuperação,CIPI,-27.0721000230017,-49.3307,1
105441.42-87,Construção de 20 unidades habitacionais - FNHIS,Cadastrada,MINISTERIO DA ECONOMIA,3212745.56,1,False,2025-12-11,2028-08-19,Obra,Construção,Transferegov.br,-26.4739,-51.15816,1
116206.42-11,"Pavimentação de trechos das Ruas Campos Novos e Rua São João Maria no Bairro Centro II Alto de Mafra dentro do Perímetro Urbano,no Município de Mafra SC.",Em execução,MINISTERIO DA ECONOMIA,670875.44,1,False,2019-12-26,2025-06-30,Obra,Construção,CIPI,,,0
1587.42-49,26.782.2087.10JQ.0042,Cadastrada,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,1594689060.32,1,False,2014-03-16,2026-04-02,Obra,Construção,SUPRA,-27.5969,-48.5495,1
5918.42-95,"Obras de acessibilidade para o IFC Campus Rio do Sul contendo pavimentação de calçadas, pistas de rolamento, passeios e drenagens pluviais.",Cadastrada,"INST.FED.DE EDUC.,CIENC.E TEC.CATARINENSE",539697.62,1,False,2022-07-01,2022-12-30,Obra,Construção,CIPI,,,0
111084.42-76,Sedec - Recuperação de Infraestrutura afetada por desastre SEI  59050.000474/2015-01,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,42413.0,1,False,2015-06-19,2016-03-14,Obra,Recuperação,CIPI,-26.8654200226494,-52.0313,1
36682.42-86,pavimentação da Rua Vidal Ramos,Cadastrada,MINISTERIO DA ECONOMIA,1130000.0,1,False,2024-05-13,2026-12-31,Obra,Construção,Transferegov.br,-27.2815,-49.38616,1
127662.42-74,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.000734/2011-15,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,155922.6,1,False,2011-09-06,2019-02-10,Obra,Recuperação,CIPI,-28.5241300254746,-49.23097,1
36244.42-47,"Construção de Creche e Escola de Educação Infantil, loteamento Santa Regina, Itajaí/SC  FNDE  Creche Tipo 2",Em execução,MINISTERIO DA ECONOMIA,3507566.7,1,False,2024-08-29,2028-08-28,Obra,Construção,Transferegov.br,-26.87668,-48.75126,1
66486.42-25,700163 - EM José Elias de Oliveira - Ilhota/SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,278233.64,1,False,2010-04-09,2010-12-15,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
112174.42-55,Sedec - Recuperação de Infraestrutura afetada por desastre 59053.001522/2018-93,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,92776.34,1,False,2018-05-17,2019-05-16,Obra,Recuperação,CIPI,-27.5055600237409,-48.49167,1
13371.42-10,Pavimentação da Rua 25 de Julho,Concluída,MINISTERIO DA ECONOMIA,517821.88,1,False,2022-12-31,2025-12-31,Obra,Construção,Transferegov.br,-26.60868,-49.00786,2
12922.42-00,Pavimentação Asfáltica da Rua José Lino Junkes,Concluída,MINISTERIO DA ECONOMIA,779454.04,1,False,2021-12-27,2024-09-30,Obra,Construção,Transferegov.br,-28.74129,-49.4795,1
123495.42-52,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59000.000652/2000-03,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,10292.0,1,False,2000-11-16,2004-05-23,Obra,Construção,CIPI,-26.9500000227935,-52.3586,1
45046.42-14,Sedec - Recuperação de Infraestrutura afetada por desastre 59053.012592/2023-34,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,549260.0,1,False,2024-06-24,2025-06-23,Obra,Recuperação,CIPI,-27.2425000232922,-50.845,1
117764.42-43,"Pavimentação de via, drenagem pluvial, pavimentação dos passeios em paver e sinalização viária de via neste município de Aurora/SC",Concluída,MINISTERIO DA ECONOMIA,238988.99,1,False,2019-12-31,2022-12-31,Obra,Construção,CIPI,,,0
28508.42-06,Estrada vicinal na comunidades Rural de Parizotto,Em execução,MINISTERIO DA ECONOMIA,439997.0,1,False,2023-11-22,2026-11-22,Obra,Construção,Transferegov.br,-26.58556,-51.22472,1
111262.42-07,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59502.000067/2017-92,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,21859.2,1,False,2017-11-28,2018-11-27,Obra,Construção,CIPI,-27.6952700240644,-48.78041,1
114604.42-33,Sedec - Recuperação de Infraestrutura afetada por desastre SEI 59053.000224/2017-03,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,201225.67,1,False,2018-01-29,2019-06-30,Obra,Recuperação,CIPI,-28.324170025135,-49.41722,1
95053.42-72,Melhorias Sanitárias Rurais Anita Garibaldi,Cadastrada,MINISTERIO DA ECONOMIA,659539.58,1,False,2025-09-12,2028-12-31,Obra,Construção,Transferegov.br,-27.70838,-51.03919,1
44307.31-77,Sedec - Recuperação de Infraestrutura afetada por desastre 59053.003881/2020-08,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,95009.55,1,False,2020-11-26,2021-11-26,Obra,Recuperação,CIPI,-26.9183700227396,-48.96771,1
139893.42-39,O objeto do presente instrumento é a contratação de empresa especializada para elaboração de Projeto Executivo para Reforma das Fachadas da SR/PF/SC.,Cadastrada,DEPARTAMENTO DE POLICIA FEDERAL,107000.0,1,False,2026-09-14,2026-12-14,Projeto,Reforma,CIPI,-27.5727700238555,-48.52277,1
131438.42-03,REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE,Cadastrada,FUNDO NACIONAL DE SAUDE,183720.0,1,False,2017-10-11,2017-11-01,Obra,Reforma,SISMOB,-26.3109106,-48.8488953,1
128189.42-57,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001342/2011-65,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,1492.04,1,False,2012-01-23,2019-01-05,Obra,Recuperação,CIPI,-26.2951600216789,-50.959,1
127497.42-36,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59000.000652/2000-03,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,10292.0,1,False,2000-11-16,2004-05-23,Obra,Construção,CIPI,-27.2684000233364,-51.9638,1
41399.42-98,Pavimentação de Rua Lages no Município de Apiúna,Em execução,MINISTERIO DA ECONOMIA,636143.0,1,False,2024-07-30,2028-07-30,Obra,Construção,Transferegov.br,-27.04084,-49.39301,1
71467.42-31,CRECHE IRENE OLINDA,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2011-11-29,2012-11-08,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
111684.42-50,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59204.001705/2017-57,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,119114.81,1,False,2018-08-09,2020-08-02,Obra,Construção,CIPI,-28.3570000251908,-49.28503,1
111220.42-90,Sedec - Recuperação de Infraestrutura afetada por desastre SEI  59204.000496/2016-43,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,526192.47,1,False,2016-08-11,2018-02-06,Obra,Recuperação,CIPI,-27.2056700232295,-49.65792,1
12670.42-00,CTO nº 960/2010 - EVTEA - BR-282/SC,Cadastrada,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,7731891.3,1,False,2010-12-01,2023-04-30,Estudo,Ampliação,CIPI,,,0
22278.42-38,Construção de pista de atletismo no Município de Rio do Sul,Cadastrada,MINISTERIO DA ECONOMIA,7694063.0,1,False,2023-05-25,2024-12-31,Obra,Construção,Transferegov.br,-27.23827,-49.67873,1
87704.42-98,CEB Alberto Balduíno Barchfeld - Trombudo Central - SC,Em execução,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2024-10-16,2025-12-31,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
116152.42-44,Restauração do Sistema de Fortificações da Ilha de Santa Catarina - Fortaleza Marcehal Moura,Cadastrada,INSTITUTO DO PATRIMONIO HIST. E ART. NACIONAL,729100.88,1,False,2014-08-15,2015-11-13,Obra,Reforma,CIPI,-27.8340000243008,-48.569,1
111069.42-90,Sedec - Recuperação de Infraestrutura afetada por desastre SEI  59050.000428/2015-02,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,3844433.41,1,False,2016-11-21,2019-05-19,Obra,Recuperação,CIPI,-26.8758300226671,-52.04111,1
82790.42-32,Escola Zona Norte - Central - Treviso - SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2014-05-12,2016-07-15,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
130663.42-91,202505000055 Ampliação / Instalação elétrica / Estrada / 63º BI,Cadastrada,COMANDO DO EXÉRCITO,924000.0,1,False,2026-07-01,2027-07-01,Obra,Ampliação,OPUS,-27.5936779904957,-48.5793356214646,1
59411.42-60,PAVIMENTAÇÃO SC 112 SERRO AZUL 3KM,Cadastrada,MINISTERIO DA ECONOMIA,5000000.0,1,False,2025-05-07,2029-05-07,Obra,Construção,Transferegov.br,-26.53514,-49.58032,1
127111.42-30,ESTRUTURAÇÃO DA REDE DE SERVIÇOS DE PROTEÇÃO SOCIAL BÁSICA – CONSTRUÇÃO DE CENTRO DE CONVIVÊNCIA - CC,Concluída,MINISTERIO DA ECONOMIA,500500.5,1,False,2017-12-29,2022-04-29,Obra,Construção,CIPI,,,0
137161.42-91,CEIM PRIMEIROS PASSOS - Lages - SC,Cadastrada,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2025-11-21,2027-02-19,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
100346.42-86,IMPLANTACAO DE DRENAGEM PLUVIAL NO BAIRRO SANTA TEREZINHA EM GASPAR  SC,Concluída,MINISTÉRIO DAS CIDADES,6429620.87,1,False,2010-09-18,2013-10-30,Obra,Construção,SIMEC-MCID,-26.91836,-48.9677,1
38944.42-12,"Escola em Tempo Integral, Bairro Areias, Tijucas/SC - FNDE - Escola 13 Salas",Em execução,MINISTERIO DA ECONOMIA,12120740.71,1,False,2024-07-03,2028-07-03,Obra,Construção,Transferegov.br,-27.21981,-48.658,1
20728.42-14,Pavimentação da Rua Jordelino João da Rosa,Concluída,MINISTERIO DA ECONOMIA,617489.86,1,False,2021-11-23,2024-09-30,Obra,Construção,Transferegov.br,-27.49286,-48.65886,2
128229.42-96,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001342/2011-65,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,25174.78,1,False,2012-01-23,2019-01-05,Obra,Recuperação,CIPI,-27.2631300233274,-48.82333,1
71095.42-28,CRECHE PRO-INFANCIA - PRAIA GRANDE,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2012-04-25,2014-06-15,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
11232.42-81,Pavimentação Pavimentação de via: Rua Rodolfo Vieira Pamplona - Trecho 7,Concluída,MINISTERIO DA ECONOMIA,389263.04,1,False,2021-11-16,2025-04-30,Obra,Construção,Transferegov.br,-26.93487,-48.94485,1
25439.42-29,Pavimentação de Vias,Em execução,MINISTERIO DA ECONOMIA,385000.0,1,False,2023-10-20,2026-10-19,Obra,Construção,Transferegov.br,-28.33136,-49.17975,1
79847.42-52,Terreno para Escola - Concórdia - SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2016-01-27,2018-07-30,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
57391.42-31,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,Cadastrada,FUNDO NACIONAL DE SAUDE,2026110.0,1,False,2024-04-09,2024-05-27,Obra,Construção,SISMOB,-27.29531,-48.90957,1
67332.42-04,658748 - Esc. Educ. Infantil - Tipo B - CAMPO ERE/SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,13143.38,1,False,2010-06-17,2011-09-30,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
93986.42-19,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59502.000401/2017-16,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,898000.0,1,False,2018-08-09,2020-07-02,Estudo,Recuperação,CIPI,-27.838810024309,-50.3167,1
133811.42-78,"Ed nº 90458/2024 - Elaboração de estudos preliminares, ambientais e projetos básicos de engenharia - EF-485",Em execução,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,19750000.0,1,False,2026-04-28,2029-10-09,Projeto,Construção,CIPI,-26.4815475937111,-49.0611408745943,1
55742.42-06,REFORMA DE UNIDADE BÁSICA DE SAÚDE,Concluída,FUNDO NACIONAL DE SAUDE,191360.0,1,False,2020-08-07,2023-12-20,Obra,Reforma,SISMOB,-28.38736,-48.87636,1
127701.42-68,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.000917/2009-16,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,8565.41,1,False,2009-06-02,2010-05-27,Obra,Recuperação,CIPI,-27.0794800230143,-49.7056,1
127201.42-41,APOIO A PROJETO DE INFRAESTRUTURA TURÍSTICA- CONSTRUÇÃO DE PORTAL NO MUNICÍPIO DE IPUMIRIM,Cancelada,MINISTERIO DA ECONOMIA,250000.0,1,False,2017-12-29,2021-12-31,Obra,Construção,CIPI,,,0
503.42-47,Aeroporto de Joaçaba/SC,Concluída,MINISTÉRIO DA INFRAESTRUTURA,16332256.77,1,False,2018-12-04,2023-12-31,Obra,Reforma,CIPI,-27.1710477954785,-51.5540295669556,1
23476.42-50,ADEQUAÇÕES DAS INSTALAÇÕES PREVENTIVAS DA CENTRAL DE REAGENTES CAMPUS CHAPECÓ,Concluída,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,64409.47,1,False,2023-07-31,2023-11-30,Obra,Reforma,CIPI,-27.1132836549211,-52.7063176355745,1
94790.42-90,Implantação e Ampliação do Sistema de Abastecimento de Água Tratada em Áreas Rurais do Município de Praia Grande - Convenio 049704/2025,Cadastrada,MINISTERIO DA ECONOMIA,2834359.5,1,False,2025-09-01,2028-07-30,Obra,Ampliação,Transferegov.br,-29.18648,-49.93913,1
41260.42-30,Sistema de Abastecimento de Riqueza e Iporã do Oeste,Cadastrada,MINISTERIO DA ECONOMIA,2553005.46,1,False,2024-08-20,2028-08-20,Obra,Construção,Transferegov.br,-26.96718,-53.45707,6
83975.42-05,PAC 2 - Cobertura de Quadra Escolar 001/2013 - Itapoá - SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2014-12-10,2016-10-09,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
31352.42-64,Pavimentação asfáltica,Concluída,MINISTERIO DA ECONOMIA,960991.68,1,False,2023-12-26,2026-12-26,Obra,Construção,Transferegov.br,-26.96147,-52.53054,1
57387.42-02,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,Em execução,FUNDO NACIONAL DE SAUDE,2026110.0,1,False,2025-04-11,2028-06-10,Obra,Construção,SISMOB,-27.22543,-49.73164,1
51254.42-89,Modernização e Revitalização do complexo esportivo no Município de Balneário Rincão/SC.,Cadastrada,MINISTERIO DA ECONOMIA,382382.38,1,False,2022-08-12,2026-12-31,Obra,Construção,Transferegov.br,-28.80376,-49.23539,1
46325.42-37,Pavimentação em Estrada Vicinal,Cadastrada,MINISTERIO DA ECONOMIA,24320812.93,1,False,2024-05-08,2025-12-31,Obra,Construção,Transferegov.br,-26.70834,-52.74851,2
22569.42-41,Modernização do Complexo Esportivo Darci Marini,Concluída,MINISTERIO DA ECONOMIA,238988.99,1,False,2022-08-19,2025-08-19,Obra,Reforma,Transferegov.br,-28.64702,-49.50206,1
57404.42-03,CONSTRUÇÃO DE UNIDADE BÁSICA DE SAÚDE,Em execução,FUNDO NACIONAL DE SAUDE,2026110.0,1,False,2025-08-18,2028-04-24,Obra,Construção,SISMOB,-28.59598,-49.43127,1
15651.42-79,Pavimentação Asfáltica da Rua Jeronimo Tomaselli,Cadastrada,MINISTERIO DA ECONOMIA,969619.19,1,False,2022-12-23,2024-12-31,Obra,Construção,Transferegov.br,-26.38915,-49.05688,1
128172.42-82,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001342/2011-65,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,453114.75,1,False,2012-01-23,2019-01-05,Obra,Recuperação,CIPI,-26.8122500225588,-48.88902,1
114560.42-12,Sedec - Recuperação de Infraestrutura afetada por desastre SEI 59053.014371/2024-81,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,351000.0,1,False,2024-12-05,2026-11-30,Obra,Recuperação,CIPI,-27.3713900235121,-49.90417,1
114609.42-60,Requalificação da Casa Buzzi para criação de Museu Municipal - Ascurra/SC,Cadastrada,INSTITUTO DO PATRIMONIO HIST. E ART. NACIONAL,74922.0,1,False,2024-05-28,2026-04-30,Projeto,Reforma,CIPI,-26.9550200228021,-49.37288,1
127681.42-31,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59000.000652/2000-03,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,10292.0,1,False,2000-11-16,2004-05-23,Obra,Construção,CIPI,-27.3279000234379,-51.8849,1
127635.42-41,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.000919/2009-05,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,66572.45,1,False,2009-05-26,2010-05-20,Obra,Recuperação,CIPI,-26.9635100228166,-49.31727,1
100331.42-02,Elaboracao de diagnostico e caracterizacao ambiental das  bacias hidrograficas dos rios dos Porcos Sangao e Antas  Co,Concluída,MINISTÉRIO DAS CIDADES,462636.24,1,False,2013-05-13,2016-08-17,Obra,Construção,SIMEC-MCID,-28.67357,-49.36593,1
131124.42-73,Melhoria do Parque de Exposições Novo Horizonte no município de Major Vieira/SC.,Cadastrada,MINISTERIO DA ECONOMIA,400000.0,1,False,2026-06-01,2028-07-31,Obra,Construção,Transferegov.br,-26.37384,-50.32307,1
128106.42-80,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001342/2011-65,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,227551.91,1,False,2012-01-23,2019-01-05,Obra,Recuperação,CIPI,-26.9517900227966,-50.16536,1
23913.42-79,PAVIMENTAÇÃO ASFÁLTICA EM TRECHOS DAS RUAS JOÃO  GOULART E SERAFIM ENOSS BERTASO,Concluída,MINISTERIO DA ECONOMIA,667707.34,1,False,2021-12-31,2024-12-31,Obra,Construção,Transferegov.br,-27.11775,-52.59122,2
37106.42-01,"Pavimentação de estrada vicinal da Colônia São Lourenço, no Município de Itaiópolis/SC",Cadastrada,MINISTERIO DA ECONOMIA,17000000.0,1,False,2024-05-20,2027-08-20,Obra,Construção,Transferegov.br,-26.3141,-49.93648,1
37243.42-70,"Pavimentação Asfáltica Tipo CBUQ sobre Pedras Irregulares nas Ruas  Domingos Cataneo Fabro e Rua Dirceu Poggere, no Perímetro urbano do Município de São Lourenço do Oeste SC",Concluída,MINISTERIO DA ECONOMIA,1287636.37,1,False,2024-07-03,2027-07-03,Obra,Construção,Transferegov.br,-26.3753,-52.8642,1
19088.42-32,REFORMA DO GINASIO NOE DA COSTA RIBEIRO,Em execução,MINISTERIO DA ECONOMIA,248366.49,1,False,2020-07-08,2026-06-30,Obra,Reforma,Transferegov.br,-28.01028,-49.59039,1
14826.42-16,"Pavimentação, passeios e sinalização viária de trecho da rua Murillo Speck",Cadastrada,MINISTERIO DA ECONOMIA,290000.0,1,False,2022-09-30,2023-12-31,Obra,Construção,Transferegov.br,-28.43509,-48.7842,1
127735.42-09,Sedec - Recuperação de Infraestrutura afetada por desastre 59050.001342/2011-65,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,7577.73,1,False,2012-01-23,2019-01-05,Obra,Recuperação,CIPI,-27.5579000238301,-51.0347,1
75899.42-55,PAC 2 - Cobertura de Quadra Escolar 087,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2014-12-18,2018-09-20,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
5965.42-64,"Execução da obra de pavimentação de via e passeio internos, passarela e rampa de acessibilidade do IFC Campus Luzerna",Concluída,"INST.FED.DE EDUC.,CIENC.E TEC.CATARINENSE",1696550.4,1,False,2021-01-05,2022-10-10,Obra,Construção,CIPI,,,0
5389.42-75,Nova Guarita de Acesso,Cadastrada,"INST.FED.DE EDUC.,CIENC.E TEC.CATARINENSE",495590.18,1,False,2022-02-07,2022-10-06,Obra,Construção,CIPI,,,0
111047.42-97,Sedec - Recuperação de Infraestrutura afetada por desastre SEI  59050.000130/2015-94,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,94230.63,1,False,2016-08-11,2017-08-10,Obra,Recuperação,CIPI,-28.1797900248895,-49.217,1
21955.42-72,Complexo Esportivo,Cadastrada,MINISTERIO DA ECONOMIA,3000000.0,1,False,2023-05-16,2024-12-31,Obra,Construção,Transferegov.br,-26.65314,-52.79888,1
134437.42-72,IMPLANTAÇÃO E DESENVOLVIMENTO DA COZINHA-ESCOLA NO MUNICIPIO DE CRICIÚMA/SC,Cadastrada,MINISTERIO DA ECONOMIA,1047421.81,1,False,2026-12-01,2028-12-01,Obra,Reforma,Transferegov.br,-28.67277,-49.37338,1
111263.42-42,Sedec - Recuperação de Infraestrutura afetada por desastre SEI  59050.001126/2014-62,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,2175105.1,1,False,2016-02-17,2025-09-05,Obra,Recuperação,CIPI,-26.5702000221466,-50.08139,1
91233.43-02,Sedec - Recuperação de Infraestrutura afetada por desastre 59053.000022/2016-72,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,85116.65,1,False,2017-12-21,2018-12-22,Obra,Recuperação,CIPI,-28.4395300253309,-48.96069,1
29698.42-29,Conservação Casarão Malburg,Cadastrada,RECEITA FEDERAL DO BRASIL,158693.52,1,False,2023-12-20,2024-10-31,Projeto,Reforma,CIPI,-26.9043870566494,-48.6561197414349,1
111242.42-94,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59204.002282/2017-92,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,98461.38,1,False,2017-09-27,2018-09-26,Obra,Construção,CIPI,-27.6772100240336,-49.00843,1
125257.42-40,Implantação de Melhorias Sanitárias Domiciliares - MSD,Concluída,MINISTERIO DA ECONOMIA,367953.1,1,False,2016-12-30,2021-03-31,Obra,Construção,CIPI,,,0
16870.42-72,Pavimentação de Vias Urbanas no Municipio de Canelinha,Cadastrada,MINISTERIO DA ECONOMIA,1920000.0,1,False,2022-12-29,2024-12-29,Obra,Construção,Transferegov.br,-27.26884,-48.76408,1
60907.42-40,Contenção de encostas no bairro Barra do Lobo,Cadastrada,MINISTERIO DA ECONOMIA,191400.0,1,False,2025-06-16,2027-06-16,Obra,Construção,Transferegov.br,-27.13271,-50.0073,1
84158.42-43,PAC 2 - Cobertura de Quadra Escolar 001/2013 - São Lourenço do Oeste - SC,Concluída,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO,0.01,1,True,2015-10-22,2016-05-19,Obra,Reforma,SIMEC-FNDE,-27.59667,-48.54944,1
54603.42-46,REFORMA DE UNIDADE BÁSICA DE SAÚDE,Cadastrada,FUNDO NACIONAL DE SAUDE,204686.0,1,False,2024-07-02,2024-07-26,Obra,Reforma,SISMOB,-26.46037,-48.62061,1
59942.42-79,Pavimentação de Trecho da Rua João Sabatke (T,Concluída,MINISTERIO DA ECONOMIA,290208.08,1,False,2021-12-28,2025-12-28,Obra,Construção,Transferegov.br,-26.18761,-50.39855,1
35281.42-58,REPERFILAMENTO ASFÁLTICO DAS ESTRADAS DO INTERIOR,Concluída,MINISTERIO DA ECONOMIA,804698.99,1,False,2021-11-05,2025-08-07,Obra,Construção,Transferegov.br,-26.45475,-52.68375,1
133939.42-01,Elaboração de projetos básicos e executivos de engenharia na BR-282/SC,Cadastrada,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,270499172.0,1,False,2026-06-01,2027-12-22,Projeto,Recuperação,CIPI,-27.6863918765446,-49.10251202,1
27399.42-02,00 00007/2005,Concluída,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,41954817.06,1,False,2005-03-03,2014-03-31,Obra,Construção,SUPRA,-27.5969,-48.5495,1
123638.42-95,Construção de portal no Município de Major Gercino/SC.,Cadastrada,MINISTERIO DA ECONOMIA,585795.0,1,False,2026-03-13,2028-07-31,Obra,Construção,Transferegov.br,-27.40628,-48.94231,1
127692.42-33,Sedec - Execução de obras e serviços em áreas de risco de desastres com caráter preventivo que visem evitar ou reduzir os danos decorrentes de possíveis desastres 59000.000652/2000-03,Cadastrada,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,10292.0,1,False,2000-11-16,2004-05-23,Obra,Construção,CIPI,-27.0796000230145,-52.8384,1
